D_IPERE;M_NUMERO;M_DEBUT;M_FEXP;M_AUTO;M_PERS;M_DOMRMR;M_DOMSDR;M_DOMSR;M_DOMSM;M_DOMXCOOR;M_DOMYCOOR;P_RANG;P_DEBUT;P_FEXP;P_SEXE;P_GRAGE;P_STATUT;P_PERMIS;P_DEPLAC;D_HREDE;D_GRHRE;D_MOTIF;D_MODE;D_MODE1;D_MODE2;D_MODE3;D_MODE4;D_MODE5;D_MODE6;D_MODE7;D_MODE8;D_MODE9;D_ORIRMR;D_ORISDR;D_ORISR;D_ORISM;D_ORIXCOOR;D_ORIYCOOR;D_DESRMR;D_DESSDR;D_DESSR;D_DESSM;D_DESTXCOOR;D_DESTYCOOR
4794;1109530;;21.23;1;5;462;2466023;4620286.00;108;289500;5043500;4;;22.08;1;2;3;5;2;1555;5;11;MV;14;;;;;;;;;462;2466023;4620286.00;108;289500;5043500;462;2466023;4620286.00;108;289500;5043500
4795;1109552;1;16.17;1;2;462;2466023;4620265.00;108;293500;5045500;1;1;15.53;2;13;2;2;1;600;2;1;TC;4;;;;;;;;;462;2466023;4620265.00;108;293500;5045500;462;2466023;4620083.00;103;298500;5037500
4796;1109552;;16.17;1;2;462;2466023;4620265.00;108;293500;5045500;1;;15.53;2;13;2;2;2;1545;5;11;TC;4;;;;;;;;;462;2466023;4620083.00;103;298500;5037500;462;2466023;4620265.00;108;293500;5045500
4797;1109798;1;27.45;2;1;462;2466023;4620277.00;108;292500;5047500;1;1;26.98;2;12;1;1;1;1100;3;2;MV;13;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620227.00;107;294500;5044500
4798;1109798;;27.45;2;1;462;2466023;4620277.00;108;292500;5047500;1;;26.98;2;12;1;1;2;1400;4;11;MV;13;;;;;;;;;462;2466023;4620227.00;107;294500;5044500;462;2466023;4620277.00;108;292500;5047500
4799;1109815;1;30.1;0;1;462;2466023;4620273.00;108;293500;5048500;1;1;22.71;2;14;4;2;1;1200;4;5;MV;14;;;;;;;;;462;2466023;4620273.00;108;293500;5048500;462;2466023;4620277.00;108;292500;5047500
4800;1109815;;30.1;0;1;462;2466023;4620273.00;108;293500;5048500;1;;22.71;2;14;4;2;2;1500;4;11;TC;3;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620273.00;108;293500;5048500
4801;1109834;1;28.46;1;2;462;2466023;4620264.01;108;293500;5046500;1;1;26.02;1;13;1;1;1;730;2;1;AC;1;;;;;;;;;462;2466023;4620264.01;108;293500;5046500;462;2466023;4620126.00;105;295500;5040500
4802;1109834;;28.46;1;2;462;2466023;4620264.01;108;293500;5046500;1;;26.02;1;13;1;1;2;1730;5;11;AC;1;;;;;;;;;462;2466023;4620126.00;105;295500;5040500;462;2466023;4620264.01;108;293500;5046500
4803;1109834;;28.46;1;2;462;2466023;4620264.01;108;293500;5046500;2;1;29.89;1;5;3;2;1;1200;4;4;TC;3;4;4;;;;;;;462;2466023;4620264.01;108;293500;5046500;462;2466023;4620069.00;101;299500;5039500
4804;1109834;;28.46;1;2;462;2466023;4620264.01;108;293500;5046500;2;;29.89;1;5;3;2;2;2300;6;11;TC;4;4;3;;;;;;;462;2466023;4620069.00;101;299500;5039500;462;2466023;4620264.01;108;293500;5046500
4805;1109949;;18.74;1;2;462;2466023;4620271.00;108;292500;5046500;2;1;18.91;1;16;4;1;1;1330;4;8;AC;1;;;;;;;;;462;2466023;4620271.00;108;292500;5046500;462;2466023;4620243.00;107;296500;5045500
4806;1109949;;18.74;1;2;462;2466023;4620271.00;108;292500;5046500;2;;18.91;1;16;4;1;2;1530;5;11;AC;1;;;;;;;;;462;2466023;4620243.00;107;296500;5045500;462;2466023;4620271.00;108;292500;5046500
4807;1110112;1;21.9;0;4;462;2466023;4620267.00;108;293500;5044500;1;1;22.42;2;8;3;2;1;1000;3;5;TC;3;3;;;;;;;;462;2466023;4620267.00;108;293500;5044500;462;2466023;4620268.02;108;291500;5043500
4808;1110112;;21.9;0;4;462;2466023;4620267.00;108;293500;5044500;1;;22.42;2;8;3;2;2;1200;4;11;TC;3;;;;;;;;;462;2466023;4620268.02;108;291500;5043500;462;2466023;4620267.00;108;293500;5044500
4809;1110112;;21.9;0;4;462;2466023;4620267.00;108;293500;5044500;2;1;27.38;1;9;1;1;1;830;2;1;TC;3;4;;;;;;;;462;2466023;4620267.00;108;293500;5044500;462;2466023;4620056.00;101;299500;5040500
4810;1110112;;21.9;0;4;462;2466023;4620267.00;108;293500;5044500;2;;27.38;1;9;1;1;2;1800;5;11;TC;4;3;;;;;;;;462;2466023;4620056.00;101;299500;5040500;462;2466023;4620267.00;108;293500;5044500
4811;1110179;1;26.94;1;2;462;2466023;4620266.00;108;292500;5045500;1;1;34.09;2;6;1;1;1;1100;3;1;TC;4;3;;;;;;;;462;2466023;4620266.00;108;292500;5045500;462;2466023;4620283.02;108;289500;5044500
4812;1110179;;26.94;1;2;462;2466023;4620266.00;108;292500;5045500;1;;34.09;2;6;1;1;2;2100;6;11;AP;2;;;;;;;;;462;2466023;4620283.02;108;289500;5044500;462;2466023;4620266.00;108;292500;5045500
4813;1110179;;26.94;1;2;462;2466023;4620266.00;108;292500;5045500;2;1;38.26;1;6;1;1;1;530;1;11;AC;1;;;;;;;;;0;0;;999;0500;0500;462;2466023;4620266.00;108;292500;5045500
4814;1110252;;26.1;1;4;462;2466023;4620268.02;108;290500;5043500;2;1;30.76;1;7;1;1;1;740;2;1;TC;3;4;;;;;;;;462;2466023;4620268.02;108;290500;5043500;462;2466023;4620053.00;102;300500;5041500
4815;1110252;;26.1;1;4;462;2466023;4620268.02;108;290500;5043500;2;;30.76;1;7;1;1;2;1600;5;11;TC;4;3;;;;;;;;462;2466023;4620053.00;102;300500;5041500;462;2466023;4620268.02;108;290500;5043500
4816;1110476;1;21.23;2;4;462;2466023;4620277.00;108;292500;5047500;1;1;21.46;2;9;1;1;1;700;2;1;TC;3;4;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620055.01;102;300500;5040500
4817;1110476;;21.23;2;4;462;2466023;4620277.00;108;292500;5047500;1;;21.46;2;9;1;1;2;1900;6;11;TC;4;3;;;;;;;;462;2466023;4620055.01;102;300500;5040500;462;2466023;4620277.00;108;292500;5047500
4818;1110476;;21.23;2;4;462;2466023;4620277.00;108;292500;5047500;2;1;20.42;1;10;1;1;1;830;2;1;AC;1;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2465005;4620643.01;403;284500;5048500
4819;1110476;;21.23;2;4;462;2466023;4620277.00;108;292500;5047500;2;;20.42;1;10;1;1;2;1700;5;11;AC;1;;;;;;;;;462;2465005;4620643.01;403;284500;5048500;462;2466023;4620277.00;108;292500;5047500
4820;1110476;;21.23;2;4;462;2466023;4620277.00;108;292500;5047500;3;1;21.79;1;4;3;5;1;800;2;4;MV;14;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620278.00;108;291500;5046500
4821;1110476;;21.23;2;4;462;2466023;4620277.00;108;292500;5047500;3;;21.79;1;4;3;5;2;1530;5;11;MV;14;;;;;;;;;462;2466023;4620278.00;108;291500;5046500;462;2466023;4620277.00;108;292500;5047500
4822;1110476;;21.23;2;4;462;2466023;4620277.00;108;292500;5047500;4;1;21.68;2;3;3;5;1;800;2;4;MV;14;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620278.00;108;291500;5046500
4823;1110476;;21.23;2;4;462;2466023;4620277.00;108;292500;5047500;4;;21.68;2;3;3;5;2;1530;5;11;MV;14;;;;;;;;;462;2466023;4620278.00;108;291500;5046500;462;2466023;4620277.00;108;292500;5047500
4824;1110567;1;14.78;2;5;462;2466023;4620282.00;108;289500;5044500;1;1;14.82;1;11;1;1;1;700;2;1;AC;1;;;;;;;;;462;2466023;4620282.00;108;289500;5044500;462;2466023;4620281.00;108;290500;5045500
4825;1110567;;14.78;2;5;462;2466023;4620282.00;108;289500;5044500;1;;14.82;1;11;1;1;2;1600;5;11;AC;1;;;;;;;;;462;2466023;4620281.00;108;290500;5045500;462;2466023;4620282.00;108;289500;5044500
4826;1110567;;14.78;2;5;462;2466023;4620282.00;108;289500;5044500;1;;14.82;1;11;1;1;3;1930;6;8;AC;1;;;;;;;;;462;2466023;4620282.00;108;289500;5044500;462;2466023;4620420.00;119;290500;5041500
4827;1110567;;14.78;2;5;462;2466023;4620282.00;108;289500;5044500;1;;14.82;1;11;1;1;4;2030;6;11;AC;1;;;;;;;;;462;2466023;4620420.00;119;290500;5041500;462;2466023;4620282.00;108;289500;5044500
4828;1110567;;14.78;2;5;462;2466023;4620282.00;108;289500;5044500;3;1;14.27;2;4;3;2;1;1100;3;4;TC;3;4;;;;;;;;462;2466023;4620282.00;108;289500;5044500;462;2466023;4620059.00;101;299500;5041500
4829;1110567;;14.78;2;5;462;2466023;4620282.00;108;289500;5044500;3;;14.27;2;4;3;2;2;1300;4;11;TC;4;3;;;;;;;;462;2466023;4620059.00;101;299500;5041500;462;2466023;4620282.00;108;289500;5044500
4830;1110567;;14.78;2;5;462;2466023;4620282.00;108;289500;5044500;4;1;14.27;2;4;3;5;1;800;2;4;TC;3;;;;;;;;;462;2466023;4620282.00;108;289500;5044500;462;2466023;4620278.00;108;291500;5046500
4831;1110567;;14.78;2;5;462;2466023;4620282.00;108;289500;5044500;4;;14.27;2;4;3;5;2;1600;5;11;TC;3;;;;;;;;;462;2466023;4620278.00;108;291500;5046500;462;2466023;4620282.00;108;289500;5044500
4832;1110567;;14.78;2;5;462;2466023;4620282.00;108;289500;5044500;5;1;15.66;1;3;3;5;1;640;2;4;TC;3;3;;;;;;;;462;2466023;4620282.00;108;289500;5044500;462;2466023;4620263.00;109;294500;5048500
4833;1110567;;14.78;2;5;462;2466023;4620282.00;108;289500;5044500;5;;15.66;1;3;3;5;2;1500;4;11;TC;3;3;;;;;;;;462;2466023;4620263.00;109;294500;5048500;462;2466023;4620282.00;108;289500;5044500
4834;1110671;1;27.59;0;2;462;2466023;4620266.00;108;293500;5045500;1;1;25.25;2;11;1;2;1;600;2;1;TC;3;;;;;;;;;462;2466023;4620266.00;108;293500;5045500;462;2466023;4620267.00;108;293500;5043500
4835;1110671;;27.59;0;2;462;2466023;4620266.00;108;293500;5045500;1;;25.25;2;11;1;2;2;1730;5;4;TC;4;4;3;;;;;;;462;2466023;4620267.00;108;293500;5043500;462;2466023;4620186.00;110;299500;5045500
4836;1110671;;27.59;0;2;462;2466023;4620266.00;108;293500;5045500;1;;25.25;2;11;1;2;3;2130;6;11;TC;3;4;4;;;;;;;462;2466023;4620186.00;110;299500;5045500;462;2466023;4620266.00;108;293500;5045500
4837;1110671;;27.59;0;2;462;2466023;4620266.00;108;293500;5045500;2;1;32.34;2;5;3;2;1;630;2;4;TC;4;4;3;;;;;;;462;2466023;4620266.00;108;293500;5045500;462;2466023;4620582.02;113;305500;5056500
4838;1110671;;27.59;0;2;462;2466023;4620266.00;108;293500;5045500;2;;32.34;2;5;3;2;2;1430;4;11;TC;3;4;4;;;;;;;462;2466023;4620582.02;113;305500;5056500;462;2466023;4620266.00;108;293500;5045500
4839;1110679;1;12.92;1;2;462;2466023;4620277.00;108;292500;5047500;1;1;12.7;2;12;1;1;1;1100;3;7;AC;1;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620268.03;108;292500;5043500
4840;1110679;;12.92;1;2;462;2466023;4620277.00;108;292500;5047500;1;;12.7;2;12;1;1;2;1400;4;5;AC;1;;;;;;;;;462;2466023;4620268.03;108;292500;5043500;462;2466023;4620268.03;108;292500;5044500
4841;1110679;;12.92;1;2;462;2466023;4620277.00;108;292500;5047500;1;;12.7;2;12;1;1;3;1630;5;9;AC;1;;;;;;;;;462;2466023;4620268.03;108;292500;5044500;462;2466023;4620270.00;108;292500;5046500
4842;1110679;;12.92;1;2;462;2466023;4620277.00;108;292500;5047500;1;;12.7;2;12;1;1;4;1646;5;5;AC;1;;;;;;;;;462;2466023;4620270.00;108;292500;5046500;462;2466023;4620278.00;108;292500;5046500
4843;1110679;;12.92;1;2;462;2466023;4620277.00;108;292500;5047500;1;;12.7;2;12;1;1;5;1700;5;6;MV;14;;;;;;;;;462;2466023;4620278.00;108;292500;5046500;462;2466023;4620170.00;106;297500;5042500
4844;1110679;;12.92;1;2;462;2466023;4620277.00;108;292500;5047500;1;;12.7;2;12;1;1;6;1710;5;11;AC;1;;;;;;;;;462;2466023;4620170.00;106;297500;5042500;462;2466023;4620277.00;108;292500;5047500
4845;1110679;;12.92;1;2;462;2466023;4620277.00;108;292500;5047500;1;;12.7;2;12;1;1;7;1730;5;7;AC;1;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620268.03;108;292500;5043500
4846;1110679;;12.92;1;2;462;2466023;4620277.00;108;292500;5047500;1;;12.7;2;12;1;1;8;1840;6;10;AC;1;;;;;;;;;462;2466023;4620268.03;108;292500;5043500;462;2466087;4620433.00;130;285500;5035500
4847;1110679;;12.92;1;2;462;2466023;4620277.00;108;292500;5047500;1;;12.7;2;12;1;1;9;1940;6;6;AC;1;;;;;;;;;462;2466087;4620433.00;130;285500;5035500;462;2466023;4620278.00;108;292500;5046500
4848;1110679;;12.92;1;2;462;2466023;4620277.00;108;292500;5047500;1;;12.7;2;12;1;1;10;2015;6;5;MV;14;;;;;;;;;462;2466023;4620278.00;108;292500;5046500;462;2466023;4620277.00;108;292500;5047500
4849;1110679;;12.92;1;2;462;2466023;4620277.00;108;292500;5047500;1;;12.7;2;12;1;1;11;2030;6;6;MV;14;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620277.00;108;292500;5047500
4850;1110679;;12.92;1;2;462;2466023;4620277.00;108;292500;5047500;1;;12.7;2;12;1;1;12;2100;6;11;AC;1;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620277.00;108;292500;5047500
4851;1110679;;12.92;1;2;462;2466023;4620277.00;108;292500;5047500;2;1;12.95;1;11;2;1;1;530;1;1;AC;1;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620267.00;108;293500;5044500
4852;1110679;;12.92;1;2;462;2466023;4620277.00;108;292500;5047500;2;;12.95;1;11;2;1;2;700;2;5;AC;1;;;;;;;;;462;2466023;4620267.00;108;293500;5044500;462;2466023;4620268.02;108;291500;5043500
4853;1110679;;12.92;1;2;462;2466023;4620277.00;108;292500;5047500;2;;12.95;1;11;2;1;3;1300;4;11;AC;1;;;;;;;;;462;2466023;4620268.02;108;291500;5043500;462;2466023;4620277.00;108;292500;5047500
4854;1110679;;12.92;1;2;462;2466023;4620277.00;108;292500;5047500;2;;12.95;1;11;2;1;4;1615;5;7;TC;3;3;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620268.03;108;293500;5043500
4855;1110679;;12.92;1;2;462;2466023;4620277.00;108;292500;5047500;2;;12.95;1;11;2;1;5;2130;6;11;TC;3;3;;;;;;;;462;2466023;4620268.03;108;293500;5043500;462;2466023;4620277.00;108;292500;5047500
4856;1110883;1;38.06;0;1;462;2466023;4620265.00;108;293500;5045500;1;1;38.48;2;9;1;2;1;900;3;1;MV;14;;;;;;;;;462;2466023;4620265.00;108;293500;5045500;462;2466023;4620264.01;108;293500;5045500
4857;1110883;;38.06;0;1;462;2466023;4620265.00;108;293500;5045500;1;;38.48;2;9;1;2;2;1225;4;5;MV;14;;;;;;;;;462;2466023;4620264.01;108;293500;5045500;462;2466023;4620264.01;108;294500;5046500
4858;1110883;;38.06;0;1;462;2466023;4620265.00;108;293500;5045500;1;;38.48;2;9;1;2;3;1252;4;1;MV;14;;;;;;;;;462;2466023;4620264.01;108;294500;5046500;462;2466023;4620264.01;108;293500;5045500
4859;1110883;;38.06;0;1;462;2466023;4620265.00;108;293500;5045500;1;;38.48;2;9;1;2;4;1645;5;11;MV;14;;;;;;;;;462;2466023;4620264.01;108;293500;5045500;462;2466023;4620265.00;108;293500;5045500
4860;1110883;;38.06;0;1;462;2466023;4620265.00;108;293500;5045500;1;;38.48;2;9;1;2;5;1810;5;5;AP;2;;;;;;;;;462;2466023;4620265.00;108;293500;5045500;462;2466023;4620268.03;108;292500;5043500
4861;1110883;;38.06;0;1;462;2466023;4620265.00;108;293500;5045500;1;;38.48;2;9;1;2;6;1830;6;11;AP;2;;;;;;;;;462;2466023;4620268.03;108;292500;5043500;462;2466023;4620265.00;108;293500;5045500
4862;1110949;1;17.09;1;2;462;2466023;4620270.00;108;292500;5045500;1;1;15.62;1;13;4;1;1;1430;4;10;AC;1;;;;;;;;;462;2466023;4620270.00;108;292500;5045500;462;2466023;4620285.00;108;287500;5043500
4863;1110949;;17.09;1;2;462;2466023;4620270.00;108;292500;5045500;1;;15.62;1;13;4;1;2;1530;5;9;AC;1;;;;;;;;;462;2466023;4620285.00;108;287500;5043500;462;2465005;4620641.02;406;287500;5045500
4864;1110949;;17.09;1;2;462;2466023;4620270.00;108;292500;5045500;1;;15.62;1;13;4;1;3;1541;5;11;AC;1;;;;;;;;;462;2465005;4620641.02;406;287500;5045500;462;2466023;4620270.00;108;292500;5045500
4865;1110949;;17.09;1;2;462;2466023;4620270.00;108;292500;5045500;2;1;16.8;2;12;1;1;1;730;2;1;TC;4;4;;;;;;;;462;2466023;4620270.00;108;292500;5045500;462;2466023;4620056.00;101;299500;5040500
4866;1110949;;17.09;1;2;462;2466023;4620270.00;108;292500;5045500;2;;16.8;2;12;1;1;2;1700;5;11;TC;4;4;;;;;;;;462;2466023;4620056.00;101;299500;5040500;462;2466023;4620270.00;108;292500;5045500
4867;1111045;1;26.87;1;3;462;2466023;4620275.00;108;293500;5048500;1;1;24.56;1;13;1;1;1;630;2;2;AC;1;;;;;;;;;462;2466023;4620275.00;108;293500;5048500;0;0;;999;0500;0500
4868;1111045;;26.87;1;3;462;2466023;4620275.00;108;293500;5048500;1;;24.56;1;13;1;1;2;1400;4;11;AC;1;;;;;;;;;0;0;;999;0500;0500;462;2466023;4620275.00;108;293500;5048500
4869;1111045;;26.87;1;3;462;2466023;4620275.00;108;293500;5048500;2;1;31.49;2;5;3;1;1;730;2;4;TC;3;4;;;;;;;;462;2466023;4620275.00;108;293500;5048500;462;2466023;4620126.00;105;295500;5040500
4870;1111045;;26.87;1;3;462;2466023;4620275.00;108;293500;5048500;2;;31.49;2;5;3;1;2;1700;5;11;TC;4;3;;;;;;;;462;2466023;4620126.00;105;295500;5040500;462;2466023;4620275.00;108;293500;5048500
4871;1111045;;26.87;1;3;462;2466023;4620275.00;108;293500;5048500;3;1;28.22;1;5;3;1;1;705;2;4;TC;3;4;;;;;;;;462;2466023;4620275.00;108;293500;5048500;462;2466023;4620130.00;102;298500;5040500
4872;1111045;;26.87;1;3;462;2466023;4620275.00;108;293500;5048500;3;;28.22;1;5;3;1;2;1900;6;11;TC;4;;;;;;;;;462;2466023;4620130.00;102;298500;5040500;462;2466023;4620275.00;108;293500;5048500
4873;1111320;1;15.66;1;4;462;2466023;4620276.00;108;292500;5048500;1;1;16.75;2;10;2;1;1;750;2;9;AC;1;;;;;;;;;462;2466023;4620276.00;108;292500;5048500;462;2466023;4620276.00;108;292500;5047500
4874;1111320;;15.66;1;4;462;2466023;4620276.00;108;292500;5048500;1;;16.75;2;10;2;1;2;756;2;9;AC;1;;;;;;;;;462;2466023;4620276.00;108;292500;5047500;462;2466023;4620278.00;108;291500;5046500
4875;1111320;;15.66;1;4;462;2466023;4620276.00;108;292500;5048500;1;;16.75;2;10;2;1;3;806;2;12;AC;1;;;;;;;;;462;2466023;4620278.00;108;291500;5046500;462;2466023;4620276.00;108;292500;5047500
4876;1111320;;15.66;1;4;462;2466023;4620276.00;108;292500;5048500;1;;16.75;2;10;2;1;4;1130;3;11;AC;1;;;;;;;;;462;2466023;4620276.00;108;292500;5047500;462;2466023;4620276.00;108;292500;5048500
4877;1111320;;15.66;1;4;462;2466023;4620276.00;108;292500;5048500;1;;16.75;2;10;2;1;5;1520;4;10;AC;1;;;;;;;;;462;2466023;4620276.00;108;292500;5048500;462;2466023;4620276.00;108;292500;5047500
4878;1111320;;15.66;1;4;462;2466023;4620276.00;108;292500;5048500;1;;16.75;2;10;2;1;6;1535;5;10;AC;1;;;;;;;;;462;2466023;4620276.00;108;292500;5047500;462;2466023;4620278.00;108;291500;5046500
4879;1111320;;15.66;1;4;462;2466023;4620276.00;108;292500;5048500;1;;16.75;2;10;2;1;7;1546;5;5;AC;1;;;;;;;;;462;2466023;4620278.00;108;291500;5046500;462;2466023;4620613.00;118;293500;5048500
4880;1111320;;15.66;1;4;462;2466023;4620276.00;108;292500;5048500;1;;16.75;2;10;2;1;8;1645;5;11;AC;1;;;;;;;;;462;2466023;4620613.00;118;293500;5048500;462;2466023;4620276.00;108;292500;5048500
4881;1111320;;15.66;1;4;462;2466023;4620276.00;108;292500;5048500;2;1;16.6;1;12;7;1;1;1520;4;10;AP;2;;;;;;;;;462;2466023;4620276.00;108;292500;5048500;462;2466023;4620276.00;108;292500;5047500
4882;1111320;;15.66;1;4;462;2466023;4620276.00;108;292500;5048500;2;;16.6;1;12;7;1;2;1535;5;10;AP;2;;;;;;;;;462;2466023;4620276.00;108;292500;5047500;462;2466023;4620278.00;108;291500;5046500
4883;1111320;;15.66;1;4;462;2466023;4620276.00;108;292500;5048500;2;;16.6;1;12;7;1;3;1546;5;5;AP;2;;;;;;;;;462;2466023;4620278.00;108;291500;5046500;462;2466023;4620613.00;118;293500;5048500
4884;1111320;;15.66;1;4;462;2466023;4620276.00;108;292500;5048500;2;;16.6;1;12;7;1;4;1645;5;11;AP;2;;;;;;;;;462;2466023;4620613.00;118;293500;5048500;462;2466023;4620276.00;108;292500;5048500
4885;1111320;;15.66;1;4;462;2466023;4620276.00;108;292500;5048500;3;1;15.99;2;3;3;5;1;750;2;4;AP;2;;;;;;;;;462;2466023;4620276.00;108;292500;5048500;462;2466023;4620278.00;108;291500;5046500
4886;1111320;;15.66;1;4;462;2466023;4620276.00;108;292500;5048500;3;;15.99;2;3;3;5;2;1535;5;5;AP;2;;;;;;;;;462;2466023;4620278.00;108;291500;5046500;462;2466023;4620613.00;118;293500;5048500
4887;1111320;;15.66;1;4;462;2466023;4620276.00;108;292500;5048500;3;;15.99;2;3;3;5;3;1645;5;11;AP;2;;;;;;;;;462;2466023;4620613.00;118;293500;5048500;462;2466023;4620276.00;108;292500;5048500
4888;1111320;;15.66;1;4;462;2466023;4620276.00;108;292500;5048500;4;1;15.99;2;3;3;5;1;750;2;4;AP;2;;;;;;;;;462;2466023;4620276.00;108;292500;5048500;462;2466023;4620276.00;108;292500;5047500
4889;1111320;;15.66;1;4;462;2466023;4620276.00;108;292500;5048500;4;;15.99;2;3;3;5;2;1520;4;10;AP;2;;;;;;;;;462;2466023;4620276.00;108;292500;5047500;462;2466023;4620278.00;108;291500;5046500
4890;1111320;;15.66;1;4;462;2466023;4620276.00;108;292500;5048500;4;;15.99;2;3;3;5;3;1535;5;5;AP;2;;;;;;;;;462;2466023;4620278.00;108;291500;5046500;462;2466023;4620613.00;118;293500;5048500
4891;1111486;1;29.18;1;1;462;2466023;4620264.01;108;293500;5046500;1;1;31.81;2;15;4;1;1;1000;3;6;MV;14;;;;;;;;;462;2466023;4620264.01;108;293500;5046500;462;2466023;4620264.02;108;294500;5045500
4892;1111486;;29.18;1;1;462;2466023;4620264.01;108;293500;5046500;1;;31.81;2;15;4;1;2;1130;3;11;MV;14;;;;;;;;;462;2466023;4620264.02;108;294500;5045500;462;2466023;4620264.01;108;293500;5046500
4893;1111540;1;12.57;2;3;462;2466023;4620285.00;108;288500;5044500;1;1;12.6;1;11;1;1;1;2000;6;5;AC;1;;;;;;;;;462;2466023;4620285.00;108;288500;5044500;462;2466023;4620418.00;119;290500;5041500
4894;1111540;;12.57;2;3;462;2466023;4620285.00;108;288500;5044500;1;;12.6;1;11;1;1;2;2011;6;5;AC;1;;;;;;;;;462;2466023;4620418.00;119;290500;5041500;462;2466023;4620283.02;108;289500;5044500
4895;1111540;;12.57;2;3;462;2466023;4620285.00;108;288500;5044500;1;;12.6;1;11;1;1;3;2040;6;11;AC;1;;;;;;;;;462;2466023;4620283.02;108;289500;5044500;462;2466023;4620285.00;108;288500;5044500
4896;1111540;;12.57;2;3;462;2466023;4620285.00;108;288500;5044500;2;1;11.5;2;11;2;1;1;715;2;1;AC;1;;;;;;;;;462;2466023;4620285.00;108;288500;5044500;462;2465005;4620657.01;404;282500;5048500
4897;1111540;;12.57;2;3;462;2466023;4620285.00;108;288500;5044500;2;;11.5;2;11;2;1;2;1515;4;5;AC;1;;;;;;;;;462;2465005;4620657.01;404;282500;5048500;462;2466023;4620271.00;108;292500;5046500
4898;1111540;;12.57;2;3;462;2466023;4620285.00;108;288500;5044500;2;;11.5;2;11;2;1;3;1540;5;10;AC;1;;;;;;;;;462;2466023;4620271.00;108;292500;5046500;462;2466023;4620270.00;108;292500;5046500
4899;1111540;;12.57;2;3;462;2466023;4620285.00;108;288500;5044500;2;;11.5;2;11;2;1;4;1610;5;11;AC;1;;;;;;;;;462;2466023;4620270.00;108;292500;5046500;462;2466023;4620285.00;108;288500;5044500
4900;1111540;;12.57;2;3;462;2466023;4620285.00;108;288500;5044500;3;1;13.07;1;2;3;5;1;820;2;4;AJ;9;;;;;;;;;462;2466023;4620285.00;108;288500;5044500;462;2466023;4620270.00;108;292500;5046500
4901;1111540;;12.57;2;3;462;2466023;4620285.00;108;288500;5044500;3;;13.07;1;2;3;5;2;1610;5;11;AP;2;;;;;;;;;462;2466023;4620270.00;108;292500;5046500;462;2466023;4620285.00;108;288500;5044500
4902;1111687;1;29.18;0;1;462;2466023;4620267.00;108;292500;5044500;1;1;22.02;2;14;4;2;1;630;2;5;TC;3;4;;;;;;;;462;2466023;4620267.00;108;292500;5044500;462;2466023;4620079.00;103;298500;5037500
4903;1111687;;29.18;0;1;462;2466023;4620267.00;108;292500;5044500;1;;22.02;2;14;4;2;2;830;2;5;MV;14;;;;;;;;;462;2466023;4620079.00;103;298500;5037500;462;2466023;4620079.00;103;298500;5037500
4904;1111687;;29.18;0;1;462;2466023;4620267.00;108;292500;5044500;1;;22.02;2;14;4;2;3;1100;3;11;TC;4;3;;;;;;;;462;2466023;4620079.00;103;298500;5037500;462;2466023;4620267.00;108;292500;5044500
4905;1111745;1;14.17;2;2;462;2466023;4620281.00;108;290500;5045500;1;1;14.3;1;15;1;1;1;700;2;1;AC;1;;;;;;;;;462;2466023;4620281.00;108;290500;5045500;462;2466117;4620491.00;140;270500;5029500
4906;1111745;;14.17;2;2;462;2466023;4620281.00;108;290500;5045500;1;;14.3;1;15;1;1;2;1715;5;11;AC;1;;;;;;;;;462;2466117;4620491.00;140;270500;5029500;462;2466023;4620281.00;108;290500;5045500
4907;1111745;;14.17;2;2;462;2466023;4620281.00;108;290500;5045500;2;1;10.69;2;14;4;1;1;900;3;12;AC;1;;;;;;;;;462;2466023;4620281.00;108;290500;5045500;462;2465005;4620625.02;408;298500;5059500
4908;1111745;;14.17;2;2;462;2466023;4620281.00;108;290500;5045500;2;;10.69;2;14;4;1;2;1230;4;11;AC;1;;;;;;;;;462;2465005;4620625.02;408;298500;5059500;462;2466023;4620281.00;108;290500;5045500
4909;1111745;;14.17;2;2;462;2466023;4620281.00;108;290500;5045500;2;;10.69;2;14;4;1;3;1300;4;7;AC;1;;;;;;;;;462;2466023;4620281.00;108;290500;5045500;462;2466023;4620278.00;108;292500;5046500
4910;1111745;;14.17;2;2;462;2466023;4620281.00;108;290500;5045500;2;;10.69;2;14;4;1;4;1700;5;11;AC;1;;;;;;;;;462;2466023;4620278.00;108;292500;5046500;462;2466023;4620281.00;108;290500;5045500
