D_IPERE;M_NUMERO;M_DEBUT;M_FEXP;M_AUTO;M_PERS;M_DOMRMR;M_DOMSDR;M_DOMSR;M_DOMSM;M_DOMXCOOR;M_DOMYCOOR;P_RANG;P_DEBUT;P_FEXP;P_SEXE;P_GRAGE;P_STATUT;P_PERMIS;P_DEPLAC;D_HREDE;D_GRHRE;D_MOTIF;D_MODE;D_MODE1;D_MODE2;D_MODE3;D_MODE4;D_MODE5;D_MODE6;D_MODE7;D_MODE8;D_MODE9;D_ORIRMR;D_ORISDR;D_ORISR;D_ORISM;D_ORIXCOOR;D_ORIYCOOR;D_DESRMR;D_DESSDR;D_DESSR;D_DESSM;D_DESTXCOOR;D_DESTYCOOR
680;1015808;;22.75;0;1;462;2466023;4620272.00;108;292500;5047500;1;;24.8;2;16;4;2;2;1500;4;5;MV;14;;;;;;;;;462;2466023;4620273.00;108;293500;5048500;462;2466023;4620277.00;108;292500;5047500
681;1015808;;22.75;0;1;462;2466023;4620272.00;108;292500;5047500;1;;24.8;2;16;4;2;3;1620;5;11;MV;14;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620272.00;108;292500;5047500
682;1015854;1;30.1;0;1;462;2466023;4620273.00;108;293500;5047500;1;1;22.71;2;14;4;2;1;1400;4;11;TC;3;3;3;;;;;;;462;2466023;4620619.00;118;292500;5049500;462;2466023;4620273.00;108;293500;5047500
683;1015912;1;12.91;1;2;462;2466023;4620287.02;108;286500;5042500;1;1;11.82;2;11;1;1;1;703;2;1;TC;3;8;;;;;;;;462;2466023;4620287.02;108;286500;5042500;462;2466023;4620062.00;101;299500;5040500
684;1015912;;12.91;1;2;462;2466023;4620287.02;108;286500;5042500;1;;11.82;2;11;1;1;2;1710;5;11;TC;8;3;;;;;;;;462;2466023;4620062.00;101;299500;5040500;462;2466023;4620287.02;108;286500;5042500
685;1015912;;12.91;1;2;462;2466023;4620287.02;108;286500;5042500;1;;11.82;2;11;1;1;3;1855;6;7;AC;1;;;;;;;;;462;2466023;4620287.02;108;286500;5042500;462;2466023;4620281.00;108;290500;5045500
686;1015912;;12.91;1;2;462;2466023;4620287.02;108;286500;5042500;1;;11.82;2;11;1;1;4;2015;6;11;AC;1;;;;;;;;;462;2466023;4620281.00;108;290500;5045500;462;2466023;4620287.02;108;286500;5042500
687;1015918;1;28.2;1;1;462;2466023;4620264.02;108;294500;5046500;1;1;28.28;1;11;1;1;1;600;2;1;AC;1;;;;;;;;;462;2466023;4620264.02;108;294500;5046500;462;2466023;4620614.00;118;293500;5049500
688;1015918;;28.2;1;1;462;2466023;4620264.02;108;294500;5046500;1;;28.28;1;11;1;1;2;631;2;3;AC;1;;;;;;;;;462;2466023;4620614.00;118;293500;5049500;462;2466023;4620614.00;118;293500;5049500
689;1015918;;28.2;1;1;462;2466023;4620264.02;108;294500;5046500;1;;28.28;1;11;1;1;3;1531;5;11;AC;1;;;;;;;;;462;2466023;4620614.00;118;293500;5049500;462;2466023;4620264.02;108;294500;5046500
690;1015929;1;25.99;1;1;462;2466023;4620286.00;108;289500;5043500;1;1;25.54;2;12;4;1;1;1400;4;9;AC;1;;;;;;;;;462;2466023;4620286.00;108;289500;5043500;462;2466087;4620433.00;130;285500;5035500
691;1015929;;25.99;1;1;462;2466023;4620286.00;108;289500;5043500;1;;25.54;2;12;4;1;2;1601;5;7;AC;1;;;;;;;;;462;2466087;4620433.00;130;285500;5035500;462;2466023;4620417.01;119;289500;5042500
692;1015929;;25.99;1;1;462;2466023;4620286.00;108;289500;5043500;1;;25.54;2;12;4;1;3;1845;6;6;AC;1;;;;;;;;;462;2466023;4620417.01;119;289500;5042500;462;2466023;4620417.02;119;289500;5041500
693;1015929;;25.99;1;1;462;2466023;4620286.00;108;289500;5043500;1;;25.54;2;12;4;1;4;2030;6;11;AC;1;;;;;;;;;462;2466023;4620417.02;119;289500;5041500;462;2466023;4620286.00;108;289500;5043500
694;1015929;;25.99;1;1;462;2466023;4620286.00;108;289500;5043500;1;;25.54;2;12;4;1;5;2200;6;5;AC;1;;;;;;;;;462;2466023;4620286.00;108;289500;5043500;462;2466023;4620285.00;108;288500;5043500
695;1015929;;25.99;1;1;462;2466023;4620286.00;108;289500;5043500;1;;25.54;2;12;4;1;6;2206;6;11;AC;1;;;;;;;;;462;2466023;4620285.00;108;288500;5043500;462;2466023;4620286.00;108;289500;5043500
696;1016066;1;18.44;1;2;462;2466023;4620269.00;108;291500;5044500;1;1;16.88;2;11;1;1;1;820;2;1;AC;1;;;;;;;;;462;2466023;4620269.00;108;291500;5044500;462;2466023;4620256.00;109;295500;5046500
697;1016066;;18.44;1;2;462;2466023;4620269.00;108;291500;5044500;1;;16.88;2;11;1;1;2;1700;5;11;AC;1;;;;;;;;;462;2466023;4620256.00;109;295500;5046500;462;2466023;4620269.00;108;291500;5044500
698;1016066;;18.44;1;2;462;2466023;4620269.00;108;291500;5044500;2;1;19.53;1;3;3;5;1;800;2;4;MV;13;;;;;;;;;462;2466023;4620269.00;108;291500;5044500;462;2466023;4620278.00;108;291500;5046500
699;1016066;;18.44;1;2;462;2466023;4620269.00;108;291500;5044500;2;;19.53;1;3;3;5;2;1520;4;11;MV;13;;;;;;;;;462;2466023;4620278.00;108;291500;5046500;462;2466023;4620269.00;108;291500;5044500
700;1016286;1;15.24;1;4;462;2466023;4620286.00;108;289500;5043500;1;1;16.3;2;10;1;1;1;740;2;9;AC;1;;;;;;;;;462;2466023;4620286.00;108;289500;5043500;462;2466023;4620413.01;119;289500;5040500
701;1016286;;15.24;1;4;462;2466023;4620286.00;108;289500;5043500;1;;16.3;2;10;1;1;2;804;2;9;AC;1;;;;;;;;;462;2466023;4620413.01;119;289500;5040500;462;2466023;4620413.01;119;290500;5040500
702;1016286;;15.24;1;4;462;2466023;4620286.00;108;289500;5043500;1;;16.3;2;10;1;1;3;815;2;11;AC;1;;;;;;;;;462;2466023;4620413.01;119;290500;5040500;462;2466023;4620286.00;108;289500;5043500
703;1016286;;15.24;1;4;462;2466023;4620286.00;108;289500;5043500;1;;16.3;2;10;1;1;4;1600;5;10;AC;1;;;;;;;;;462;2466023;4620286.00;108;289500;5043500;462;2466023;4620413.01;119;290500;5040500
704;1016286;;15.24;1;4;462;2466023;4620286.00;108;289500;5043500;1;;16.3;2;10;1;1;5;1645;5;11;AC;1;;;;;;;;;462;2466023;4620413.01;119;290500;5040500;462;2466023;4620286.00;108;289500;5043500
705;1016286;;15.24;1;4;462;2466023;4620286.00;108;289500;5043500;1;;16.3;2;10;1;1;6;1830;6;5;AC;1;;;;;;;;;462;2466023;4620286.00;108;289500;5043500;462;2466023;4620420.00;119;289500;5042500
706;1016286;;15.24;1;4;462;2466023;4620286.00;108;289500;5043500;1;;16.3;2;10;1;1;7;1930;6;11;AC;1;;;;;;;;;462;2466023;4620420.00;119;289500;5042500;462;2466023;4620286.00;108;289500;5043500
707;1016286;;15.24;1;4;462;2466023;4620286.00;108;289500;5043500;2;1;15.28;1;11;1;1;1;630;2;1;TC;3;3;;;;;;;;462;2466023;4620286.00;108;289500;5043500;462;2466023;4620415.06;119;289500;5038500
708;1016286;;15.24;1;4;462;2466023;4620286.00;108;289500;5043500;2;;15.28;1;11;1;1;2;1630;5;11;AP;2;;;;;;;;;462;2466023;4620415.06;119;289500;5038500;462;2466023;4620286.00;108;289500;5043500
709;1016286;;15.24;1;4;462;2466023;4620286.00;108;289500;5043500;3;1;15.56;2;3;3;5;1;740;2;4;AP;2;;;;;;;;;462;2466023;4620286.00;108;289500;5043500;462;2466023;4620413.01;119;289500;5040500
710;1016286;;15.24;1;4;462;2466023;4620286.00;108;289500;5043500;3;;15.56;2;3;3;5;2;1515;4;11;TC;3;3;;;;;;;;462;2466023;4620413.01;119;289500;5040500;462;2466023;4620286.00;108;289500;5043500
711;1016286;;15.24;1;4;462;2466023;4620286.00;108;289500;5043500;4;1;16.33;2;2;3;5;1;740;2;4;AP;2;;;;;;;;;462;2466023;4620286.00;108;289500;5043500;462;2466023;4620413.01;119;290500;5040500
712;1016286;;15.24;1;4;462;2466023;4620286.00;108;289500;5043500;4;;16.33;2;2;3;5;2;1645;5;11;AP;2;;;;;;;;;462;2466023;4620413.01;119;290500;5040500;462;2466023;4620286.00;108;289500;5043500
713;1016787;1;14.17;1;2;462;2466023;4620275.00;108;292500;5048500;1;1;15.45;2;15;4;1;1;900;3;6;AC;1;;;;;;;;;462;2466023;4620275.00;108;292500;5048500;462;2466023;4620232.00;107;295500;5044500
714;1016787;;14.17;1;2;462;2466023;4620275.00;108;292500;5048500;1;;15.45;2;15;4;1;2;1100;3;7;AC;1;;;;;;;;;462;2466023;4620232.00;107;295500;5044500;462;2466023;4620593.01;116;299500;5050500
715;1016787;;14.17;1;2;462;2466023;4620275.00;108;292500;5048500;1;;15.45;2;15;4;1;3;1430;4;11;AC;1;;;;;;;;;462;2466023;4620593.01;116;299500;5050500;462;2466023;4620275.00;108;292500;5048500
716;1016787;;14.17;1;2;462;2466023;4620275.00;108;292500;5048500;2;1;15.45;2;16;4;1;1;900;3;6;AP;2;;;;;;;;;462;2466023;4620275.00;108;292500;5048500;462;2466023;4620232.00;107;295500;5044500
717;1016787;;14.17;1;2;462;2466023;4620275.00;108;292500;5048500;2;;15.45;2;16;4;1;2;1100;3;7;AP;2;;;;;;;;;462;2466023;4620232.00;107;295500;5044500;462;2466023;4620593.01;116;299500;5050500
718;1016787;;14.17;1;2;462;2466023;4620275.00;108;292500;5048500;2;;15.45;2;16;4;1;3;1430;4;11;AP;2;;;;;;;;;462;2466023;4620593.01;116;299500;5050500;462;2466023;4620275.00;108;292500;5048500
719;1016833;1;22.5;2;4;462;2466023;4620280.00;108;291500;5045500;1;1;22.75;2;9;5;1;1;900;3;1;AC;1;;;;;;;;;462;2466023;4620280.00;108;291500;5045500;462;2466023;4620163.00;106;297500;5042500
720;1016833;;22.5;2;4;462;2466023;4620280.00;108;291500;5045500;1;;22.75;2;9;5;1;2;1800;5;5;AC;1;;;;;;;;;462;2466023;4620163.00;106;297500;5042500;462;2466023;4620279.00;108;291500;5045500
721;1016833;;22.5;2;4;462;2466023;4620280.00;108;291500;5045500;1;;22.75;2;9;5;1;3;1835;6;11;AC;1;;;;;;;;;462;2466023;4620279.00;108;291500;5045500;462;2466023;4620280.00;108;291500;5045500
722;1016833;;22.5;2;4;462;2466023;4620280.00;108;291500;5045500;2;1;21.64;1;10;5;1;1;800;2;9;AC;1;;;;;;;;;462;2466023;4620280.00;108;291500;5045500;462;2465005;4620641.02;406;287500;5046500
723;1016833;;22.5;2;4;462;2466023;4620280.00;108;291500;5045500;2;;21.64;1;10;5;1;2;810;2;1;AC;1;;;;;;;;;462;2465005;4620641.02;406;287500;5046500;462;2466023;4620163.00;106;297500;5042500
724;1016833;;22.5;2;4;462;2466023;4620280.00;108;291500;5045500;2;;21.64;1;10;5;1;3;1600;5;11;AC;1;;;;;;;;;462;2466023;4620163.00;106;297500;5042500;462;2466023;4620280.00;108;291500;5045500
725;1016833;;22.5;2;4;462;2466023;4620280.00;108;291500;5045500;3;1;23.1;1;4;3;2;1;800;2;4;AP;2;;;;;;;;;462;2466023;4620280.00;108;291500;5045500;462;2465005;4620641.02;406;287500;5046500
726;1016833;;22.5;2;4;462;2466023;4620280.00;108;291500;5045500;3;;23.1;1;4;3;2;2;1450;4;11;TC;4;;;;;;;;;462;2465005;4620641.02;406;287500;5046500;462;2466023;4620280.00;108;291500;5045500
727;1016833;;22.5;2;4;462;2466023;4620280.00;108;291500;5045500;4;1;23.84;1;3;3;5;1;800;2;4;AP;2;;;;;;;;;462;2466023;4620280.00;108;291500;5045500;462;2465005;4620641.02;406;287500;5046500
728;1016833;;22.5;2;4;462;2466023;4620280.00;108;291500;5045500;4;;23.84;1;3;3;5;2;1450;4;11;TC;4;;;;;;;;;462;2465005;4620641.02;406;287500;5046500;462;2466023;4620280.00;108;291500;5045500
729;1016991;1;12.92;2;2;462;2466023;4620281.00;108;291500;5045500;1;1;11.83;2;11;1;1;1;830;2;1;AC;1;;;;;;;;;462;2466023;4620281.00;108;291500;5045500;462;2466023;4620269.00;108;291500;5044500
730;1016991;;12.92;2;2;462;2466023;4620281.00;108;291500;5045500;1;;11.83;2;11;1;1;2;1745;5;11;AC;1;;;;;;;;;462;2466023;4620269.00;108;291500;5044500;462;2466023;4620281.00;108;291500;5045500
731;1016991;;12.92;2;2;462;2466023;4620281.00;108;291500;5045500;2;1;11.81;1;13;1;1;1;800;2;3;AC;1;;;;;;;;;462;2466023;4620281.00;108;291500;5045500;462;2466023;4620281.00;108;291500;5045500
732;1017257;1;24.18;0;3;462;2466023;4620264.01;108;294500;5046500;1;1;25.86;2;10;1;1;1;700;2;1;TC;3;;;;;;;;;462;2466023;4620264.01;108;294500;5046500;462;2466023;4620049.00;102;299500;5042500
733;1017257;;24.18;0;3;462;2466023;4620264.01;108;294500;5046500;1;;25.86;2;10;1;1;2;1605;5;11;TC;3;;;;;;;;;462;2466023;4620049.00;102;299500;5042500;462;2466023;4620264.01;108;294500;5046500
734;1017257;;24.18;0;3;462;2466023;4620264.01;108;294500;5046500;2;1;26.67;1;8;1;1;1;1600;5;1;AJ;11;;;;;;;;;462;2466023;4620264.01;108;294500;5046500;462;2466023;4620218.00;107;296500;5043500
735;1017257;;24.18;0;3;462;2466023;4620264.01;108;294500;5046500;2;;26.67;1;8;1;1;2;2400;7;11;AJ;11;;;;;;;;;462;2466023;4620218.00;107;296500;5043500;462;2466023;4620264.01;108;294500;5046500
736;1017441;1;19.2;2;6;462;2466023;4620271.00;108;292500;5046500;1;1;17.57;2;11;2;2;1;1100;3;1;TC;3;4;;;;;;;;462;2466023;4620271.00;108;292500;5046500;462;2466023;4620228.00;107;294500;5044500
737;1017441;;19.2;2;6;462;2466023;4620271.00;108;292500;5046500;1;;17.57;2;11;2;2;2;1300;4;11;TC;4;3;;;;;;;;462;2466023;4620228.00;107;294500;5044500;462;2466023;4620271.00;108;292500;5046500
738;1017441;;19.2;2;6;462;2466023;4620271.00;108;292500;5046500;1;;17.57;2;11;2;2;3;1445;4;10;TC;3;4;3;;;;;;;462;2466023;4620271.00;108;292500;5046500;462;2466023;4620210.00;107;297500;5044500
739;1017441;;19.2;2;6;462;2466023;4620271.00;108;292500;5046500;1;;17.57;2;11;2;2;4;1530;5;11;TC;3;4;3;;;;;;;462;2466023;4620210.00;107;297500;5044500;462;2466023;4620271.00;108;292500;5046500
740;1017441;;19.2;2;6;462;2466023;4620271.00;108;292500;5046500;1;;17.57;2;11;2;2;5;1630;5;5;TC;3;3;;;;;;;;462;2466023;4620271.00;108;292500;5046500;462;2466023;4620264.02;108;295500;5046500
741;1017441;;19.2;2;6;462;2466023;4620271.00;108;292500;5046500;1;;17.57;2;11;2;2;6;1800;5;11;TC;3;3;;;;;;;;462;2466023;4620264.02;108;295500;5046500;462;2466023;4620271.00;108;292500;5046500
742;1017441;;19.2;2;6;462;2466023;4620271.00;108;292500;5046500;2;1;18.54;2;4;3;5;1;800;2;4;TC;3;4;4;;;;;;;462;2466023;4620271.00;108;292500;5046500;462;2466023;4620244.00;107;296500;5045500
743;1017441;;19.2;2;6;462;2466023;4620271.00;108;292500;5046500;2;;18.54;2;4;3;5;2;1530;5;11;TC;4;4;3;;;;;;;462;2466023;4620244.00;107;296500;5045500;462;2466023;4620271.00;108;292500;5046500
744;1017441;;19.2;2;6;462;2466023;4620271.00;108;292500;5046500;3;1;20.34;1;3;3;5;1;746;2;4;TC;3;;;;;;;;;462;2466023;4620271.00;108;292500;5046500;462;2466023;4620283.01;108;290500;5044500
745;1017441;;19.2;2;6;462;2466023;4620271.00;108;292500;5046500;3;;20.34;1;3;3;5;2;1530;5;11;TC;3;;;;;;;;;462;2466023;4620283.01;108;290500;5044500;462;2466023;4620271.00;108;292500;5046500
746;1017441;;19.2;2;6;462;2466023;4620271.00;108;292500;5046500;4;1;19.97;1;2;3;5;1;745;2;4;TC;3;4;3;;;;;;;462;2466023;4620271.00;108;292500;5046500;462;2466023;4620210.00;107;297500;5044500
747;1017441;;19.2;2;6;462;2466023;4620271.00;108;292500;5046500;4;;19.97;1;2;3;5;2;1530;5;11;TC;3;4;3;;;;;;;462;2466023;4620210.00;107;297500;5044500;462;2466023;4620271.00;108;292500;5046500
748;1017441;;19.2;2;6;462;2466023;4620271.00;108;292500;5046500;5;1;24.3;2;6;2;1;1;1800;5;4;TC;3;4;;;;;;;;462;2466023;4620271.00;108;292500;5046500;462;2466023;4620421.01;119;291500;5043500
749;1017441;;19.2;2;6;462;2466023;4620271.00;108;292500;5046500;5;;24.3;2;6;2;1;2;2100;6;11;TC;4;3;;;;;;;;462;2466023;4620421.01;119;291500;5043500;462;2466023;4620271.00;108;292500;5046500
750;1017441;;19.2;2;6;462;2466023;4620271.00;108;292500;5046500;5;;24.3;2;6;2;1;3;2200;6;6;TC;3;4;;;;;;;;462;2466023;4620271.00;108;292500;5046500;462;2466023;4620159.00;106;298500;5043500
751;1017441;;19.2;2;6;462;2466023;4620271.00;108;292500;5046500;5;;24.3;2;6;2;1;4;2300;6;11;TC;4;3;;;;;;;;462;2466023;4620159.00;106;298500;5043500;462;2466023;4620271.00;108;292500;5046500
752;1017441;;19.2;2;6;462;2466023;4620271.00;108;292500;5046500;6;1;20.35;1;12;1;1;1;630;2;1;AC;1;;;;;;;;;462;2466023;4620271.00;108;292500;5046500;462;2466023;4620415.06;119;289500;5039500
753;1017441;;19.2;2;6;462;2466023;4620271.00;108;292500;5046500;6;;20.35;1;12;1;1;2;1530;5;11;AC;1;;;;;;;;;462;2466023;4620415.06;119;289500;5039500;462;2466023;4620271.00;108;292500;5046500
754;1017671;;26.94;0;2;462;2466023;4620266.00;108;293500;5044500;2;1;28.54;1;3;3;5;1;730;2;4;TC;4;;;;;;;;;462;2466023;4620266.00;108;293500;5044500;462;2466023;4620279.00;108;291500;5046500
755;1017671;;26.94;0;2;462;2466023;4620266.00;108;293500;5044500;2;;28.54;1;3;3;5;2;1530;5;11;TC;4;;;;;;;;;462;2466023;4620279.00;108;291500;5046500;462;2466023;4620266.00;108;293500;5044500
756;1017724;1;30.1;1;1;462;2466023;4620281.00;108;291500;5045500;1;1;30.38;1;15;4;1;1;1000;3;5;AC;1;;;;;;;;;462;2466023;4620281.00;108;291500;5045500;462;2466023;4620279.00;108;291500;5045500
757;1017724;;30.1;1;1;462;2466023;4620281.00;108;291500;5045500;1;;30.38;1;15;4;1;2;1030;3;11;AC;1;;;;;;;;;462;2466023;4620279.00;108;291500;5045500;462;2466023;4620281.00;108;291500;5045500
758;1017724;;30.1;1;1;462;2466023;4620281.00;108;291500;5045500;1;;30.38;1;15;4;1;3;1630;5;9;AC;1;;;;;;;;;462;2466023;4620281.00;108;291500;5045500;462;2466023;4620285.00;108;288500;5043500
759;1017724;;30.1;1;1;462;2466023;4620281.00;108;291500;5045500;1;;30.38;1;15;4;1;4;1700;5;11;AC;1;;;;;;;;;462;2466023;4620285.00;108;288500;5043500;462;2466023;4620281.00;108;291500;5045500
760;1017758;1;18.74;1;2;462;2466023;4620264.01;108;293500;5047500;1;1;20.43;2;16;4;2;1;700;2;5;MV;14;;;;;;;;;462;2466023;4620264.01;108;293500;5047500;462;2466023;4620277.00;108;292500;5047500
761;1017758;;18.74;1;2;462;2466023;4620264.01;108;293500;5047500;1;;20.43;2;16;4;2;2;720;2;11;MV;14;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620264.01;108;293500;5047500
762;1017866;;28.48;1;3;462;2466023;4620285.00;108;288500;5043500;2;1;26.07;2;11;1;2;1;630;2;1;MV;13;;;;;;;;;462;2466023;4620285.00;108;288500;5043500;462;2466023;4620277.00;108;292500;5047500
763;1017866;;28.48;1;3;462;2466023;4620285.00;108;288500;5043500;2;;26.07;2;11;1;2;2;1530;5;11;MV;13;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620285.00;108;288500;5043500
764;1018020;1;21.51;2;2;462;2466023;4620285.00;108;288500;5043500;1;1;27.22;2;6;1;1;1;710;2;1;AC;1;;;;;;;;;462;2466023;4620285.00;108;288500;5043500;462;2466023;4620410.03;119;291500;5043500
765;1018020;;21.51;2;2;462;2466023;4620285.00;108;288500;5043500;1;;27.22;2;6;1;1;2;1630;5;6;AC;1;;;;;;;;;462;2466023;4620410.03;119;291500;5043500;462;2466023;4620613.00;118;294500;5048500
766;1018020;;21.51;2;2;462;2466023;4620285.00;108;288500;5043500;1;;27.22;2;6;1;1;3;1800;5;9;AC;1;;;;;;;;;462;2466023;4620613.00;118;294500;5048500;462;2466023;4620410.03;119;291500;5043500
767;1018020;;21.51;2;2;462;2466023;4620285.00;108;288500;5043500;1;;27.22;2;6;1;1;4;1835;6;11;AC;1;;;;;;;;;462;2466023;4620410.03;119;291500;5043500;462;2466023;4620285.00;108;288500;5043500
768;1018020;;21.51;2;2;462;2466023;4620285.00;108;288500;5043500;2;1;26.89;1;9;1;1;1;800;2;6;AC;1;;;;;;;;;462;2466023;4620285.00;108;288500;5043500;462;2472005;4620725.04;631;275500;5049500
769;1018020;;21.51;2;2;462;2466023;4620285.00;108;288500;5043500;2;;26.89;1;9;1;1;2;1000;3;1;AC;1;;;;;;;;;462;2472005;4620725.04;631;275500;5049500;462;2466023;4620412.00;119;290500;5040500
770;1018020;;21.51;2;2;462;2466023;4620285.00;108;288500;5043500;2;;26.89;1;9;1;1;3;1700;5;11;AC;1;;;;;;;;;462;2466023;4620412.00;119;290500;5040500;462;2466023;4620285.00;108;288500;5043500
771;1018023;1;27.59;1;2;462;2466023;4620271.00;108;292500;5046500;1;1;29.51;2;10;1;1;1;700;2;1;AC;1;;;;;;;;;462;2466023;4620271.00;108;292500;5046500;462;2466023;4620190.02;110;300500;5048500
772;1018023;;27.59;1;2;462;2466023;4620271.00;108;292500;5046500;1;;29.51;2;10;1;1;2;1800;5;11;AC;1;;;;;;;;;462;2466023;4620190.02;110;300500;5048500;462;2466023;4620271.00;108;292500;5046500
773;1018023;;27.59;1;2;462;2466023;4620271.00;108;292500;5046500;2;1;28.98;1;5;3;1;1;800;2;4;TC;3;4;4;;;;;;;462;2466023;4620271.00;108;292500;5046500;462;2466023;4620064.00;101;298500;5039500
774;1018023;;27.59;1;2;462;2466023;4620271.00;108;292500;5046500;2;;28.98;1;5;3;1;2;1300;4;1;TC;4;;;;;;;;;462;2466023;4620064.00;101;298500;5039500;462;2466023;4620062.00;101;299500;5039500
775;1018023;;27.59;1;2;462;2466023;4620271.00;108;292500;5046500;2;;28.98;1;5;3;1;3;2000;6;11;TC;4;;;;;;;;;462;2466023;4620062.00;101;299500;5039500;462;2466023;4620271.00;108;292500;5046500
776;1018132;1;21.9;2;4;462;2466023;4620278.00;108;292500;5046500;1;1;22.14;2;9;1;1;1;750;2;1;AC;1;;;;;;;;;462;2466023;4620278.00;108;292500;5046500;462;2466023;4620245.00;107;295500;5045500
777;1018132;;21.9;2;4;462;2466023;4620278.00;108;292500;5046500;1;;22.14;2;9;1;1;2;1700;5;11;AC;1;;;;;;;;;462;2466023;4620245.00;107;295500;5045500;462;2466023;4620278.00;108;292500;5046500
778;1018132;;21.9;2;4;462;2466023;4620278.00;108;292500;5046500;2;1;27.38;1;9;1;1;1;800;2;1;AC;1;;;;;;;;;462;2466023;4620278.00;108;292500;5046500;462;2466023;4620147.00;106;298500;5043500
779;1018132;;21.9;2;4;462;2466023;4620278.00;108;292500;5046500;2;;27.38;1;9;1;1;2;1530;5;11;AC;1;;;;;;;;;462;2466023;4620147.00;106;298500;5043500;462;2466023;4620278.00;108;292500;5046500
780;1018132;;21.9;2;4;462;2466023;4620278.00;108;292500;5046500;3;1;22.37;2;3;3;5;1;800;2;4;AP;2;;;;;;;;;462;2466023;4620278.00;108;292500;5046500;462;2466023;4620239.00;107;295500;5045500
781;1018132;;21.9;2;4;462;2466023;4620278.00;108;292500;5046500;3;;22.37;2;3;3;5;2;1700;5;11;AP;2;;;;;;;;;462;2466023;4620239.00;107;295500;5045500;462;2466023;4620278.00;108;292500;5046500
782;1018132;;21.9;2;4;462;2466023;4620278.00;108;292500;5046500;4;1;23.46;2;2;3;5;1;800;2;4;AP;2;;;;;;;;;462;2466023;4620278.00;108;292500;5046500;462;2466023;4620239.00;107;295500;5045500
783;1018132;;21.9;2;4;462;2466023;4620278.00;108;292500;5046500;4;;23.46;2;2;3;5;2;1700;5;11;AP;2;;;;;;;;;462;2466023;4620239.00;107;295500;5045500;462;2466023;4620278.00;108;292500;5046500
784;1018188;1;29.18;1;1;462;2466023;4620277.00;108;292500;5047500;1;1;29.45;1;16;4;1;1;1100;3;12;AC;1;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620279.00;108;291500;5045500
785;1018188;;29.18;1;1;462;2466023;4620277.00;108;292500;5047500;1;;29.45;1;16;4;1;2;1530;5;6;AC;1;;;;;;;;;462;2466023;4620279.00;108;291500;5045500;462;2466023;4620273.00;108;292500;5047500
786;1018188;;29.18;1;1;462;2466023;4620277.00;108;292500;5047500;1;;29.45;1;16;4;1;3;2000;6;11;AC;1;;;;;;;;;462;2466023;4620273.00;108;292500;5047500;462;2466023;4620277.00;108;292500;5047500
787;1018496;1;16.55;2;4;462;2466023;4620277.00;108;292500;5046500;1;1;16.94;2;8;1;1;1;800;2;9;AC;1;;;;;;;;;462;2466023;4620277.00;108;292500;5046500;462;2466023;4620279.00;108;291500;5045500
788;1018496;;16.55;2;4;462;2466023;4620277.00;108;292500;5046500;1;;16.94;2;8;1;1;2;811;2;1;AC;1;;;;;;;;;462;2466023;4620279.00;108;291500;5045500;462;2466023;4620413.02;119;290500;5039500
789;1018496;;16.55;2;4;462;2466023;4620277.00;108;292500;5046500;1;;16.94;2;8;1;1;3;1615;5;10;AC;1;;;;;;;;;462;2466023;4620413.02;119;290500;5039500;462;2466023;4620279.00;108;291500;5045500
790;1018496;;16.55;2;4;462;2466023;4620277.00;108;292500;5046500;1;;16.94;2;8;1;1;4;1715;5;11;AC;1;;;;;;;;;462;2466023;4620279.00;108;291500;5045500;462;2466023;4620277.00;108;292500;5046500
791;1018609;1;29.24;1;2;462;2466023;4620276.00;108;292500;5048500;1;1;26.76;2;11;2;1;1;730;2;3;AC;1;;;;;;;;;462;2466023;4620276.00;108;292500;5048500;462;2466023;4620605.05;117;297500;5049500
792;1018609;;29.24;1;2;462;2466023;4620276.00;108;292500;5048500;1;;26.76;2;11;2;1;2;1608;5;11;AC;1;;;;;;;;;462;2466023;4620605.05;117;297500;5049500;462;2466023;4620276.00;108;292500;5048500
793;1018609;;29.24;1;2;462;2466023;4620276.00;108;292500;5048500;2;1;30.71;1;5;2;1;1;1230;4;1;TC;3;;;;;;;;;462;2466023;4620276.00;108;292500;5048500;462;2466023;4620264.02;108;295500;5046500
794;1018609;;29.24;1;2;462;2466023;4620276.00;108;292500;5048500;2;;30.71;1;5;2;1;2;2200;6;11;TC;3;;;;;;;;;462;2466023;4620264.02;108;295500;5046500;462;2466023;4620276.00;108;292500;5048500
795;1018695;1;19.3;2;3;462;2466023;4620286.00;108;289500;5043500;1;1;24.13;1;9;1;1;1;1100;3;5;AC;1;;;;;;;;;462;2466023;4620286.00;108;289500;5043500;462;2465005;4620643.02;403;285500;5047500
796;1018695;;19.3;2;3;462;2466023;4620286.00;108;289500;5043500;1;;24.13;1;9;1;1;2;1500;4;11;AC;1;;;;;;;;;462;2465005;4620643.02;403;285500;5047500;462;2466023;4620286.00;108;289500;5043500
